user_id,name,preference,age,food_id,food_name,food_category,food_subcategory,processing_level,caffeine_content_mg,flavor_profile,common_allergens,glycemic_index,inflammatory_index,calories_kcal,impact_on_cramps,impact_on_bloating,impact_on_headache,impact_on_mood_swings,impact_on_fatigue,impact_on_acne
1.0,User298,High Protein,49.18701967444648,30.25623051192437,Olive Oil,Oils & Fats,Spices,Natural,0.0,Sweet,,40.098602973399224,3.1389526194036153,0.0,Neutral,Beneficial,Neutral,Beneficial,Beneficial,Neutral
1.0,User3,High Protein,40.850506418365626,20.80168445857856,Strawberries,Oils & Fats,Red Meat,Natural,0.0,Sour,,61.101709848656625,5.967338916835857,72.65869555894818,Neutral,Neutral,Neutral,Beneficial,Beneficial,Neutral
34.879988239045076,User3,High Protein,48.40200011813637,14.519169419428323,Greek Yogurt,Dairy,Yogurt,Minimally Processed,0.0,Spicy,Dairy,67.54750269583043,5.967160077499343,379.9875403354146,Neutral,Neutral,Neutral,Neutral,Neutral,Beneficial
1.0,User3,High Protein,47.89868182306999,20.505682844679633,Black Beans,Legumes,Beans,Minimally Processed,15.941306131122401,Neutral,,31.89608714534787,2.9628220808640626,0.0,Beneficial,Neutral,Beneficial,Beneficial,Beneficial,Beneficial
1.0,User4,Low Carb,60.54584562432094,6.639860404600686,Oranges,Grains,Cheese,Minimally Processed,0.0,Sour,Dairy,65.21398780583924,5.179629741808648,0.0,Harmful,Harmful,Harmful,Beneficial,Neutral,Beneficial
121.24478166521986,User403,Low Carb,59.01662872977107,23.643635029241388,Flaxseeds,Nuts & Seeds,Seeds,Minimally Processed,0.0,Sweet,,60.16453438423416,9.708592486362713,521.1497943692433,Harmful,Harmful,Neutral,Beneficial,Neutral,Neutral
1.0,User77,High Protein,58.608573921750924,13.490316704602574,Kefir,Dairy,Kefir,Minimally Processed,0.0,Spicy,Dairy,67.47317269962834,6.854524349539195,407.3939126050417,Neutral,Neutral,Beneficial,Beneficial,Neutral,Neutral
44.88827960180031,User4,Low Carb,64.631956582907,19.759385970380198,Sweet Potatoes,Grains,Bread,Highly Processed,0.0,Sweet,Gluten,36.7036171798289,2.2604948618169587,355.7127237050237,Beneficial,Neutral,Neutral,Beneficial,Beneficial,Harmful
1.0,User900,High Protein,57.749966300364314,20.756228541986815,Eggs,Dairy,Eggs,Minimally Processed,5.2581178347253354,Sweet,Eggs,40.70745080450747,1.8971414445902828,37.359422605680095,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Harmful
11.069436954394583,User735,Low Carb,63.09796335701701,35.0,Cinnamon,Herbs & Spices,Tree Nuts,Natural,0.0,Salty,,30.0,4.205444856796073,172.66595262739915,Beneficial,Neutral,Beneficial,Beneficial,Beneficial,Neutral
1.0,User4,Low Carb,54.202778839854744,24.51328078928425,Chia Seeds,Nuts & Seeds,Seeds,Natural,5.975253690066905,Neutral,,39.87385410265975,4.298967253011907,520.4424532977976,Beneficial,Neutral,Neutral,Neutral,Neutral,Neutral
56.203371078192696,User4,Balanced,47.02487493374163,16.398773262904808,Greek Yogurt,Grains,Plant Oils,Minimally Processed,6.254002253640838,Neutral,Nuts,70.0,1.2137638175151186,489.03206113379485,Neutral,Neutral,Neutral,Beneficial,Neutral,Neutral
136.46319673471672,User158,Balanced,62.54407659596773,11.443313057682548,Salmon,Beverages,Poultry,Natural,13.152198868994102,Neutral,nan,48.310690350871475,5.03957272843652,115.43318364162499,Beneficial,Neutral,Neutral,Neutral,Neutral,Beneficial
119.97824640480088,User5,Low Carb,29.794999048751713,15.17230776421964,Eggs,Proteins,Eggs,Highly Processed,0.0,Spicy,Eggs,37.876229117336074,2.6587824472699593,162.96475878029577,Beneficial,Neutral,Beneficial,Beneficial,Beneficial,Beneficial
1.0,User993,Low Carb,42.97444565809751,25.20163496438035,Strawberries,Legumes,Alliums,Highly Processed,138.3227095460195,Sour,,59.06564757827488,3.8387056037569334,168.51155499735108,Beneficial,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User5,Low Carb,41.298010277051475,35.0,Cinnamon,Dairy,Spices,Minimally Processed,0.0,Sweet,,36.528011370821424,2.286516887793826,0.0,Beneficial,Neutral,Neutral,Beneficial,Beneficial,Beneficial
1.0,User5,Low Carb,37.55401660888521,20.534543988258022,White Bread,Grains,Bread,Highly Processed,0.0,Neutral,Dairy,30.0,3.4526895048024424,163.69880657684024,Neutral,Neutral,Neutral,Beneficial,Beneficial,Harmful
25.295362502080344,User5,Low Carb,39.753814344995575,22.058644767984163,Greek Yogurt,Herbs & Spices,Yogurt,Minimally Processed,0.0,Sour,Dairy,39.45070505881847,1.3954241185581306,53.208631879634154,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
69.79333591872557,User5,Low Carb,34.07772631227982,29.000884397061245,Red Wine,Beverages,Pseudograins,Highly Processed,0.0,Neutral,,36.39292384754658,2.1129294052002137,84.18200411999175,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
1.0,User818,Balanced,28.62054341878327,23.30989980444255,Almonds,Vegetables,Tree Nuts,Highly Processed,9.318880576912889,Neutral,Nuts,67.03855162995949,3.5545923236294508,666.8781002819268,Neutral,Neutral,Beneficial,Neutral,Neutral,Neutral
53.496063934989365,User684,Low Carb,42.271105964171866,21.223675257486217,Lentils,Legumes,Lentils,Minimally Processed,6.990605297754303,Neutral,Gluten,45.67098229725046,2.6323443623607723,87.10017377769805,Beneficial,Beneficial,Beneficial,Beneficial,Neutral,Harmful
120.9332529342127,User5,Low Carb,38.36771792392955,13.270572362569846,Chicken Breast,Proteins,Coffee,Natural,11.182878662374014,Neutral,Gluten,63.736746996098624,3.4908749603445712,242.5923990820677,Beneficial,Neutral,Beneficial,Neutral,Beneficial,Neutral
1.0,User5,Balanced,41.61392344780807,1.0,Kefir,Fruits,Tropical Fruits,Natural,7.279439946998836,Neutral,,34.31641051066701,3.1761916908706715,85.83164427057231,Neutral,Neutral,Neutral,Neutral,Neutral,Beneficial
1.0,User5,Low Carb,36.71868731651254,33.65363094065056,Red Wine,Herbs & Spices,Alcohol,Minimally Processed,0.0,Bitter,,30.0,3.946477800514953,148.89998100218708,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User6,Low Carb,63.93605176413156,32.519310860177875,Spinach,Oils & Fats,Poultry,Minimally Processed,0.0,Neutral,nan,42.102774120873654,6.889049125434905,875.4775580656118,Harmful,Harmful,Harmful,Neutral,Beneficial,Harmful
1.0,User6,Low Carb,65.0,8.375142578422286,Kale,Vegetables,Leafy Greens,Natural,1.8432234796428297,Bitter,Dairy,64.70856288521992,9.165689354397959,0.0,Beneficial,Harmful,Harmful,Beneficial,Neutral,Beneficial
51.05067322168613,User6,Balanced,65.0,21.332441072980732,Cinnamon,Grains,Bread,Highly Processed,0.0,Neutral,nan,35.71391580262072,2.8299311855310902,0.0,Neutral,Neutral,Neutral,Beneficial,Beneficial,Harmful
34.77797811949654,User383,Balanced,61.96141809172391,11.37201886639355,Salmon,Proteins,Fish,Highly Processed,0.0,Neutral,nan,34.95022088639024,6.342780662744316,163.2887045526172,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User338,Low Carb,65.0,33.424807495939696,Greek Yogurt,Herbs & Spices,Herbal Tea,Natural,0.0,Spicy,,46.20319795690057,7.048453669209692,156.559938117982,Beneficial,Harmful,Harmful,Beneficial,Beneficial,Harmful
1.0,User6,High Protein,65.0,27.034769705136142,Coffee,Beverages,Tree Nuts,Minimally Processed,150.0,Neutral,,55.50547726376452,4.087035210528427,132.97947354115183,Neutral,Neutral,Neutral,Neutral,Beneficial,Harmful
1.0,User6,High Protein,65.0,3.2357421952241134,Peppermint Tea,Fruits,Yogurt,Highly Processed,0.0,Sweet,,37.46589384351673,8.605906575452474,63.27123342923704,Harmful,Harmful,Harmful,Beneficial,Beneficial,Beneficial
31.049352634525167,User6,High Protein,61.88131487348036,28.620489298332355,White Bread,Legumes,Beans,Minimally Processed,0.0,Spicy,,30.0,1.0,110.02660455825357,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
1.0,User6,Low Carb,53.78227017323054,20.01988183510217,Chia Seeds,Nuts & Seeds,Chocolate,Natural,3.5055033417927577,Sweet,,39.262473887573975,3.3170881287922827,468.5615921896992,Beneficial,Neutral,Neutral,Beneficial,Neutral,Neutral
112.37588630042218,User717,High Protein,31.025836861919572,1.4942717033201882,Red Wine,Fruits,Plant Oils,Minimally Processed,0.0,Sweet,,70.0,9.426004844068718,197.57346315674778,Harmful,Harmful,Harmful,Beneficial,Beneficial,Beneficial
89.35723547272227,User7,Balanced,25.113731016553146,29.899813278015785,Salmon,Beverages,Seeds,Natural,0.0,Sour,Gluten,39.91153911686076,3.6843092572790974,538.9305974285653,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User786,Balanced,32.84260411161051,29.124523491859982,Coffee,Beverages,Coffee,Minimally Processed,150.0,Bitter,Nuts,47.52779919047715,6.446020595035561,0.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User7,High Protein,29.941169850159348,20.558505501294075,Grass-fed Beef,Dairy,Kefir,Minimally Processed,3.967990799275627,Sour,Dairy,64.16431669562785,7.027669246159394,360.2028400856474,Neutral,Neutral,Neutral,Neutral,Beneficial,Neutral
66.47295697587364,User192,Balanced,32.96814109480687,8.569576449633718,Chicken Breast,Proteins,Eggs,Natural,14.714230191884786,Neutral,,54.992195650231814,5.797397056519625,271.1998518039882,Neutral,Neutral,Beneficial,Neutral,Neutral,Beneficial
62.415645337536,User7,High Protein,34.53331053610431,16.376744969005408,Coconut Oil,Vegetables,Plant Oils,Highly Processed,0.0,Sweet,Soy,49.22116374093072,6.783071290367294,23.41370887317312,Neutral,Neutral,Neutral,Beneficial,Beneficial,Beneficial
55.51100440563175,User7,Balanced,43.07401180379412,19.14732161146051,Cheddar Cheese,Vegetables,Tropical Fruits,Minimally Processed,0.0,Salty,nan,61.91905088268015,10.0,231.19545699168663,Harmful,Beneficial,Harmful,Beneficial,Beneficial,Neutral
1.0,User7,High Protein,33.52761380963007,19.642683626412964,Almonds,Nuts & Seeds,Tree Nuts,Natural,0.0,Neutral,Nuts,68.63752136638662,2.629796632568695,614.3275857556117,Neutral,Beneficial,Neutral,Beneficial,Neutral,Beneficial
1.0,User7,Balanced,32.540241620392905,21.9305065858507,Peppermint Tea,Beverages,Herbal Tea,Minimally Processed,1.7236703248318064,Bitter,,43.24585881036134,2.1603173954068895,86.59215091423684,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Harmful
1.0,User7,Balanced,28.544562959748863,5.118891448483807,Bananas,Fruits,Tropical Fruits,Natural,0.0,Sweet,,40.506645475896924,2.090098828008313,119.85365394714779,Neutral,Neutral,Neutral,Neutral,Beneficial,Harmful
42.18470864183498,User8,Balanced,28.855783771337542,12.161412993384303,Spinach,Proteins,Alcohol,Minimally Processed,5.227796851038815,Salty,Soy,57.43807853205712,9.548910690056445,0.0,Harmful,Harmful,Neutral,Neutral,Beneficial,Harmful
1.0,User8,Balanced,38.25278443102302,35.0,Coconut Oil,Oils & Fats,Alcohol,Minimally Processed,0.9834755395536187,Sweet,,53.69068297448221,1.0,899.0,Neutral,Beneficial,Beneficial,Beneficial,Neutral,Neutral
72.90887396227438,User580,Balanced,33.328801487269835,15.416745497849252,Brown Rice,Grains,Coffee,Minimally Processed,2.3249389859676994,Neutral,,46.11604657518654,4.685186367492468,334.07726124832504,Neutral,Neutral,Neutral,Neutral,Beneficial,Neutral
1.0,User861,Balanced,23.30409762776489,28.571870622527097,Coffee,Beverages,Coffee,Minimally Processed,148.79788476904764,Bitter,,57.41150119301249,4.0363984745586325,54.16340348353419,Neutral,Neutral,Neutral,Beneficial,Beneficial,Beneficial
29.88283596336014,User8,Balanced,36.609475788649796,9.688264371427774,Chicken Breast,Vegetables,Poultry,Natural,2.1121950452122924,Spicy,,53.597700482761,4.461328460645971,0.0,Neutral,Beneficial,Neutral,Neutral,Neutral,Neutral
1.0,User8,Balanced,38.97925111837004,20.110631092516105,Kefir,Dairy,Kefir,Highly Processed,9.725100315166394,Sour,Dairy,64.32535196345438,6.5187389592759475,192.33328699070998,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
24.811435156199085,User312,Balanced,21.781284636955423,24.313695131319434,Turmeric,Herbs & Spices,Spices,Natural,0.0,Bitter,Dairy,55.88721292738573,10.0,14.443573763594355,Neutral,Harmful,Neutral,Neutral,Beneficial,Neutral
1.0,User171,Balanced,38.8871143584635,8.60305443895308,Grass-fed Beef,Herbs & Spices,Red Meat,Highly Processed,14.390204352639039,Neutral,,56.60544631325551,6.257453183366534,0.0,Neutral,Neutral,Neutral,Beneficial,Beneficial,Beneficial
198.7646470662677,User8,Balanced,29.12969989830446,25.962115400144725,Ginger,Herbs & Spices,Spices,Natural,2.46851500856202,Spicy,Gluten,39.16973653798441,8.569484384275691,0.0,Neutral,Harmful,Neutral,Neutral,Neutral,Neutral
158.94124495657823,User8,High Protein,28.58462617244158,18.7444168121597,Strawberries,Oils & Fats,Tropical Fruits,Minimally Processed,5.72534706490306,Neutral,Dairy,39.77742673592681,1.578615570578659,133.18726327964046,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
113.36160138484702,User8,Balanced,34.853184785275886,21.49383844288549,Chia Seeds,Nuts & Seeds,Seeds,Natural,12.569245832041702,Neutral,Gluten,35.638535738760794,1.9711654422918432,419.14265042718495,Beneficial,Neutral,Neutral,Neutral,Neutral,Neutral
18.03985517024642,User72,High Protein,50.22654118613836,7.036035284329636,Blueberries,Legumes,Cruciferous,Highly Processed,0.3328681843861363,Neutral,,58.07397994329867,8.510803395614664,7.8332909669735855,Harmful,Harmful,Beneficial,Beneficial,Neutral,Harmful
1.0,User528,High Protein,56.405896173165,23.333542410641872,Lentils,Legumes,Leafy Greens,Highly Processed,5.095290538867857,Neutral,,46.47230961260945,1.0,153.18846063575154,Beneficial,Neutral,Beneficial,Neutral,Neutral,Beneficial
149.96346939193947,User9,High Protein,65.0,17.746522111412453,Tofu,Proteins,Citrus,Minimally Processed,6.621591500868535,Spicy,Soy,52.8573735123218,7.629179487288026,214.6121754967279,Neutral,Harmful,Harmful,Neutral,Beneficial,Beneficial
1.0,User9,Balanced,65.0,26.206714112336027,Ginger,Nuts & Seeds,Herbal Tea,Highly Processed,6.383821645992661,Neutral,,46.55746089177734,6.050213683528716,411.58964066589084,Neutral,Beneficial,Neutral,Beneficial,Neutral,Neutral
1.0,User662,High Protein,65.0,30.454560235131574,Coffee,Confectionery,Chocolate,Highly Processed,2.241407706366882,Bitter,,70.0,8.568839482734528,0.0,Harmful,Harmful,Neutral,Beneficial,Neutral,Neutral
26.56065104128166,User9,High Protein,65.0,17.941483390177197,Quinoa,Grains,Yogurt,Minimally Processed,0.0,Neutral,,35.5494201264855,8.444853194962608,162.76211225923151,Harmful,Harmful,Harmful,Beneficial,Beneficial,Neutral
1.0,User9,High Protein,61.382854972981384,13.868490996026223,Red Wine,Proteins,Red Meat,Natural,23.422687692363123,Neutral,,57.89653883209455,4.49734167928638,132.64416508948074,Neutral,Neutral,Neutral,Beneficial,Neutral,Neutral
74.8622274181968,User9,High Protein,63.23349059251129,20.544817494451053,Brown Rice,Dairy,Whole Grains,Minimally Processed,5.8222553335362734,Neutral,,50.305343330446455,3.7899954059422156,246.1058026369147,Neutral,Neutral,Beneficial,Beneficial,Beneficial,Neutral
138.2313033840145,User10,High Protein,22.313532413642662,8.677785459615563,Strawberries,Herbs & Spices,Alliums,Highly Processed,0.0,Bitter,,58.375565978352455,1.0,124.60477740320036,Neutral,Neutral,Beneficial,Neutral,Beneficial,Harmful
1.0,User10,High Protein,27.8385393296613,35.0,Dark Chocolate,Confectionery,Root Vegetables,Minimally Processed,16.097185452743553,Bitter,,70.0,8.664111931251412,0.0,Neutral,Harmful,Harmful,Neutral,Neutral,Neutral
177.29084936823824,User10,High Protein,27.874294780208324,19.6390832357625,Cheddar Cheese,Dairy,Bread,Minimally Processed,7.117512110202857,Salty,Dairy,58.007172805523915,8.819313980542923,0.0,Harmful,Harmful,Harmful,Beneficial,Neutral,Beneficial
1.0,User10,Balanced,30.20762221837974,27.992819553413522,Turmeric,Oils & Fats,Lentils,Minimally Processed,0.6058866109172688,Neutral,,40.16949565302206,2.9998110453783218,232.2132469453385,Beneficial,Neutral,Neutral,Beneficial,Neutral,Beneficial
1.0,User10,High Protein,31.803693306838117,8.682750606050975,Grass-fed Beef,Oils & Fats,Red Meat,Natural,0.0,Neutral,,63.67951460877844,7.685744460883928,62.80891520508765,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User10,Balanced,24.735196870061124,25.330906247227148,Flaxseeds,Grains,Spices,Highly Processed,0.0,Bitter,Soy,65.55771561925427,9.824061631541321,697.2877817294528,Beneficial,Harmful,Harmful,Neutral,Neutral,Beneficial
158.04148773747306,User10,High Protein,35.67544219445907,11.633831429431623,Chia Seeds,Proteins,Fish,Highly Processed,0.0,Sweet,,51.94099484594339,2.889976933806038,139.6835957264253,Neutral,Beneficial,Neutral,Beneficial,Neutral,Neutral
162.86365750527565,User10,High Protein,23.009962004523818,14.930120861188865,Garlic,Grains,Root Vegetables,Natural,12.403001809747648,Sweet,,57.24596316378369,6.717459276634379,0.0,Neutral,Neutral,Neutral,Beneficial,Neutral,Beneficial
1.0,User10,High Protein,36.822507882576105,2.0401615251584735,Bananas,Beverages,Tropical Fruits,Minimally Processed,0.0,Neutral,Nuts,43.69256342697361,4.415120420645938,187.60026313615975,Neutral,Neutral,Neutral,Beneficial,Neutral,Beneficial
1.0,User285,High Protein,65.0,8.604010956149754,Strawberries,Dairy,Kefir,Minimally Processed,9.49221929239261,Sweet,,45.84936000791603,10.0,134.06459609120606,Harmful,Beneficial,Neutral,Neutral,Neutral,Beneficial
1.0,User11,Balanced,61.997921499560015,7.130712927986599,Strawberries,Fruits,Tropical Fruits,Natural,4.217324924535358,Neutral,,46.08085787800783,9.621008932427056,12.736705049726055,Harmful,Harmful,Neutral,Beneficial,Beneficial,Beneficial
1.0,User11,High Protein,49.70076724801327,12.381120238670858,Chicken Breast,Proteins,Alcohol,Natural,0.0,Sour,,55.763948362475354,3.461804908585184,0.0,Neutral,Neutral,Neutral,Neutral,Beneficial,Harmful
138.50146630341484,User11,Balanced,57.03780687038599,10.132110317187575,Olive Oil,Fruits,Plant Protein,Minimally Processed,6.787423703253313,Neutral,Soy,62.96573891993522,10.0,31.304112257362007,Beneficial,Harmful,Harmful,Neutral,Neutral,Neutral
89.03516872337312,User11,Balanced,57.83510780196158,1.0,Spinach,Vegetables,Leafy Greens,Natural,0.0,Bitter,Eggs,64.95486280423334,1.31534352357055,88.0360587718474,Beneficial,Neutral,Beneficial,Neutral,Neutral,Beneficial
65.25318059991886,User99,Balanced,57.519390034317894,11.167561653730505,Grass-fed Beef,Proteins,Coffee,Minimally Processed,1.0829783932631138,Sour,,59.592790121044594,4.333934727340135,52.24369029331006,Neutral,Neutral,Neutral,Beneficial,Neutral,Neutral
185.69276998262333,User565,Balanced,55.33807865044165,12.377372664247343,Eggs,Legumes,Berries,Natural,9.746264485631295,Neutral,Gluten,33.30561886165985,1.598090383189776,45.386884698475896,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Neutral
80.8135597914751,User11,Balanced,52.32843398069646,4.285945642557153,Blueberries,Herbs & Spices,Berries,Minimally Processed,0.0,Sweet,Eggs,68.96144777054388,9.024069134046902,86.36822436640364,Harmful,Neutral,Harmful,Neutral,Neutral,Beneficial
1.0,User11,High Protein,50.24642028626503,6.377553282471748,Strawberries,Vegetables,Alliums,Natural,0.0,Spicy,nan,30.0,10.0,71.3248320355325,Harmful,Neutral,Harmful,Beneficial,Beneficial,Beneficial
232.67494912452102,User11,Balanced,60.411023152464026,25.68040577151601,Ginger,Herbs & Spices,Eggs,Minimally Processed,5.951793193471196,Sweet,,39.86076964172818,6.725316307024497,0.0,Neutral,Harmful,Harmful,Neutral,Beneficial,Beneficial
1.0,User11,Balanced,57.18457904883748,12.038874415531968,Sweet Potatoes,Vegetables,Eggs,Natural,0.0,Sweet,,61.22827038478006,3.29828564784901,0.0,Neutral,Neutral,Neutral,Beneficial,Neutral,Harmful
88.30105681036922,User12,High Protein,26.032890371844374,23.488236959230072,Chia Seeds,Nuts & Seeds,Seeds,Natural,0.0,Sweet,Soy,44.37034216883395,3.264695560352421,552.9949965195714,Neutral,Neutral,Neutral,Beneficial,Beneficial,Beneficial
1.0,User261,High Protein,26.39091474994923,17.1813992063774,Chia Seeds,Oils & Fats,Tree Nuts,Natural,6.444484331820537,Neutral,Nuts,68.5111921760663,2.1994023243027168,662.3032245154939,Neutral,Beneficial,Neutral,Neutral,Neutral,Neutral
1.0,User86,Low Carb,18.0,33.36779283400605,Red Wine,Beverages,Kefir,Highly Processed,1.3039749701812966,Bitter,,43.058066441754384,3.609735733485241,49.04979317840642,Beneficial,Neutral,Neutral,Neutral,Neutral,Neutral
1.0,User12,Balanced,26.502423551963073,29.159148474275565,Black Beans,Legumes,Beans,Minimally Processed,1.5373346072214358,Neutral,,30.0,1.0,144.89480821909456,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Harmful
19.024964029276738,User12,Low Carb,18.0,6.594034967641551,Grass-fed Beef,Grains,Red Meat,Minimally Processed,21.03688351495152,Neutral,Dairy,56.23730753787999,5.2994481425325946,128.65156231704248,Neutral,Beneficial,Neutral,Neutral,Neutral,Beneficial
